CitationNumber,Long-acting,Drug,Analyte,Route,Matrix,Dose,LambdaZHl,CAS,PubChemCID,SMILES,LambdaZHl_log
9019003,,Florfenicol,Florfenicol,Intramuscular,Ileum Ultrafiltrate,20.0,29.28,73231-34-2,114811,CS(=O)(=O)C1=CC=C(C=C1)C(C(CF)NC(=O)C(Cl)Cl)O,3.3769047232461156
9017673,,Ceftiofur hydrochloride,Ceftiofur hydrochloride,Intramammary,Serum,,29.2,103980-44-5,9937686,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O.Cl,3.3741687435208108
9015632,,Xylazine,Xylazine,Intramuscular,Kidney,0.3,28.91,7361-61-7,5707,CC1=C(C(=CC=C1)C)NC2=NCCCS2,3.364187590618361
9014316,,Oxytetracycline hydrochloride,Oxytetracycline,Subcutaneous,Kidney,11.0,28.9,2058-46-0,54680782,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O.Cl,3.363841629720462
9016755,,Flunixin,Flunixin,Intramuscular,Milk,2.2,28.33,38677-85-9,38081,CC1=C(C=CC=C1NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,3.343921349140695
9019214,,Oxytetracycline,Oxytetracycline,Intrauterine,Milk,8.0,28.15,79-57-2,54675779,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,3.3375473901096773
9015478,,Amoxicillin,Amoxicillin,Intramuscular,Liver,17.6,27.8,26787-78-0,33613,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,3.325036056667814
9015478,,Amoxicillin,Amoxicillin,Intramuscular,Kidney,17.6,27.73,26787-78-0,33613,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,3.3225148956897126
9016438,,Ceftiofur (Sodium and Hydrochloride),Ceftiofur (desfuroylceftiofur metabolite),Intramuscular,Kidney,2.2,27.66,103980-44-5,9937686,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O.Cl,3.3199873623899014
9016002,,Florfenicol,Florfenicol,Subcutaneous,Serum,40.0,27.54,73231-34-2,114811,CS(=O)(=O)C1=CC=C(C=C1)C(C(CF)NC(=O)C(Cl)Cl)O,3.3156395296113286
9014626,,Oxytetracycline hydrochloride,Oxytetracycline,Oral,Kidney,11.0,27.32,2058-46-0,54680782,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O.Cl,3.3076190713058096
9016117,,Ractopamine,Ractopamine,Intraruminal,Plasma,2.01,27.31,90274-24-1,14010333,CC(CCC1=CC=C(C=C1)O)NCC(C2=CC=C(C=C2)O)O.Cl,3.307252972102237
9014626,,Oxytetracycline hydrochloride,Oxytetracycline,Oral,Liver,11.0,27.19,2058-46-0,54680782,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O.Cl,3.302849295422606
9001131,,Chlortetracycline,Chlortetracycline,Intramammary,Milk,,27.0,57-62-5,54675777,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)N)N(C)C)O,3.2958369030413657
9015572,,Enrofloxacin,Enrofloxacin (ciprofloxacin metabolite),Intravenous,Milk,2.5,26.65,93106-60-6,71188,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,3.282789188135305
9015390,,Meloxicam,Meloxicam,Subcutaneous,Milk,0.5,26.5,71125-38-7,54677470,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,3.277144770728025
9015509,,Clenbuterol,Clenbuterol,Oral,Milk,0.0008,26.25,37148-27-9,2783,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O,3.2676660271328704
9015593,,Imidocarb dipropionate,Imidocarb,Subcutaneous,Milk,3.0,26.1,55750-06-6,9983292,CCC(=O)O.CCC(=O)O.C1CN=C(N1)C2=CC(=CC=C2)NC(=O)NC3=CC=CC(=C3)C4=NCCN4,3.261935352642823
9014169,,Meloxicam,Meloxicam,Subcutaneous,Plasma,0.7,26.0,71125-38-7,54677470,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,3.2580965764830196
9018835,,Pantoprazole,Pantoprazole,Intravenous,Kidney,1.0,25.9,102625-70-7,4679,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,3.2542430073155297
9018682,,Oxytetracycline hydrochloride,Oxytetracycline,Intramuscular,Plasma,20.0,25.79,2058-46-0,54680782,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O.Cl,3.2499868586679717
9014615,,Ceftiofur sodium,Ceftiofur (desfuroylceftiofur metabolite),Intramuscular,Liver,2.2,25.5008,104010-37-9,23671563,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)[O-].[Na+],3.2387098634357474
9014655,,Florfenicol,Florfenicol,Intramuscular,Plasma,40.0,25.49,73231-34-2,114811,CS(=O)(=O)C1=CC=C(C=C1)C(C(CF)NC(=O)C(Cl)Cl)O,3.2382862576190945
9015150,,Flumequine,Flumequine,Intramuscular,Muscle,12.0,25.21,42835-25-6,3374,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O,3.2272407808666266
9008403,,Flunixin meglumine,Ciprofloxacin,Intravenous,Serum,2.2,24.9,42461-84-7,39212,CC1=C(C=CC=C1NC2=C(C=CC=N2)C(=O)O)C(F)(F)F.CNCC(C(C(C(CO)O)O)O)O,3.214867843631304
9014858,,Amitraz,Amitraz,Cutaneous (topical),Milk,,24.69,33089-61-1,36324,CC1=CC(=C(C=C1)N=CN(C)C=NC2=C(C=C(C=C2)C)C)C,3.206398343859315
9015533,,amoxicillin trihydrate,amoxicillin trihydrate,Intramammary,Milk,,24.58,61336-70-7,62883,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C.O.O.O,3.2019331448213704
9015572,,Enrofloxacin,Enrofloxacin,Oral,Kidney,5.0,24.53,93106-60-6,71188,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,3.1998968990368057
9015640,,Tylosin,Tylosin A,Intramuscular,Kidney,10.0,24.41,1401-69-0,5280440,CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)C)COC4C(C(C(C(O4)C)O)OC)OC,3.1949929253716847
9015572,,Enrofloxacin,Enrofloxacin,Oral,Liver,5.0,24.01,93106-60-6,71188,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,3.178470451882474
9015516,,Oxyclozanide,Oxyclozanide,Oral,Plasma,15.0,24.0,2277-92-1,16779,C1=C(C=C(C(=C1NC(=O)C2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl)Cl,3.1780538720146114
9018687,,Cannabichromenic acis (CBCA),Cannabichromenic acis (CBCA),Oral,Plasma,0.5,23.8,185505-15-1,3084339,CCCCCC1=CC2=C(C=CC(O2)(C)CCC=C(C)C)C(=C1C(=O)O)O,3.1696856226942347
9015528,,Fenbendazole,Fenbendazole,Oral,Milk,10.0,23.44,43210-67-9,3334,COC(=O)NC1=NC2=C(N1)C=C(C=C2)SC3=CC=CC=C3,3.1544440073709272
9019003,,Florfenicol,Florfenicol,Subcutaneous,Colon Ultrafiltrate,40.0,23.09,73231-34-2,114811,CS(=O)(=O)C1=CC=C(C=C1)C(C(CF)NC(=O)C(Cl)Cl)O,3.1393996666751947
9019105,,Cannabidiol,Cannabidiol,Oral,Plasma,5.0,23.02,13956-29-1,644019,CCCCCC1=CC(=C(C(=C1)O)C2C=C(CCC2C(=C)C)C)O,3.1363634467342223
9017697,,Marbofloxacin,Marbofloxacin,Intramuscular,Plasma,10.0,22.6,115550-35-1,60651,CN1CCN(CC1)C2=C(C=C3C4=C2OCN(N4C=C(C3=O)C(=O)O)C)F,3.117949950526027
9016559,,Hetacillin potassium,ampicillin,Intramammary,Milk,,22.28,5321-32-4,23678597,CC1(C(N2C(S1)C(C2=O)N3C(=O)C(NC3(C)C)C4=CC=CC=C4)C(=O)[O-])C.[K+],3.1036894599423857
9018687,,Tetrahydrocannabinolic acid-A (THCA-A),Tetrahydrocannabinolic acid-A (THCA-A),Oral,Plasma,0.6,22.2,23978-85-0,98523,CCCCCC1=CC2=C(C3C=C(CCC3C(O2)(C)C)C)C(=C1C(=O)O)O,3.100092333923278
9014892,,Betamethasone,Betamethasone,Intramuscular,Serum,0.08,22.0,378-44-9,9782,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,3.09104249881286
9008272,,Cefoperazone,Cefoperazone,Intramammary,Milk,,22.0,62893-19-0,44187,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O,3.09104249881286
8004015,,Chlorampheenicol,Chlorampheenicol,Intramuscular,Kidney,40.0,21.8,56-75-7,5959,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],3.081910015666602
9015115,,Diclofenac sodium,Diclofenac,Intramuscular,Kidney,2.5,21.35,15307-79-6,5018304,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],3.06105178651304
9015674,,Oxfendazole,Oxfendazole,Oral,Milk,2.5,21.0,53716-50-0,40854,COC(=O)NC1=NC2=C(N1)C=C(C=C2)S(=O)C3=CC=CC=C3,3.0445224853424695
9015563,,Streptomycin,Streptomycin,Intramuscular,Milk,10.0,20.83,57-92-1,19649,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O,3.0363943032805607
9014593,,Dexamethasone sodium phosphate,Dexamethasone,Intramuscular,Milk,0.06,20.682,2392-39-4,16961,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COP(=O)([O-])[O-])O)C)O)F)C.[Na+].[Na+],3.0292638051140055
9015150,,Flumequine,Flumequine,Oral,Fat,12.0,20.59,42835-25-6,3374,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O,3.0248055696069627
9018835,,Pantoprazole,Pantoprazole,Intravenous,Muscle,1.0,20.5,102625-70-7,4679,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,3.0204249349248493
9015288,,Gabapentin,Gabapentin,Oral,Plasma,10.0,20.47,60142-96-3,3446,C1CCC(CC1)(CC(=O)O)CN,3.0189604485251755
9016459,,Tylosin,Tylosin,Intramuscular,Serum,17.5,20.46,1401-69-0,5280440,CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)C)COC4C(C(C(C(O4)C)O)OC)OC,3.0184718093993346
9013939,,Meloxicam,Meloxicam,Intravenous,Plasma,0.5,20.35,71125-38-7,54677470,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,3.013080961028652
9018835,,Pantoprazole,Pantoprazole,Intravenous,Liver,1.0,20.2,102625-70-7,4679,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,3.005682653912108
9005556,,Dapsone ,Dapsone ,Intramammary,Milk,0.0,20.0,80-08-0,2955,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,2.9957323235539897
9015674,,Oxfendazole,Oxfendazole,Intravenous,Plasma,6.0,20.0,53716-50-0,40854,COC(=O)NC1=NC2=C(N1)C=C(C=C2)S(=O)C3=CC=CC=C3,2.9957323235539897
9016095,,sulfadimethoxine,sulfadimethoxine,Intravenous,Serum,55.0,19.95,122-11-2,5323,COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC,2.9932291934611843
9019200,,Diclazuril,Diclazuril,Oral,Plasma,2.2,19.9,101831-37-2,456389,C1=CC(=CC=C1C(C#N)C2=C(C=C(C=C2Cl)N3C(=O)NC(=O)C=N3)Cl)Cl,2.9907197819817015
9015597,,Levamisole hydrochloride,Levamisole hydrochloride,Intramuscular,Liver,8.0,19.82,16595-80-5,27944,C1CSC2=NC(CN21)C3=CC=CC=C3.Cl,2.9866915793559277
9018687,,Cannabidivarinic acid (CBDVA),Cannabidivarinic acid (CBDVA),Oral,Plasma,0.02,19.8,31932-13-5,59444387,CCCC1=CC(=C(C(=C1C(=O)O)O)C2C=C(CCC2C(=C)C)C)O,2.9856819882055388
9014688,,Zilpaterol hydrochloride,Zilpaterol,Oral,Kidney,0.15,19.8,119520-06-8,11507658,CC(C)NC1CCN2C3=C(C1O)C=CC=C3NC2=O.Cl,2.9856819882055388
9016306,,Zilpaterol hydrochloride,Zilpaterol,Oral-medicated feed,Kidney,0.15,19.7,119520-06-8,11507658,CC(C)NC1CCN2C3=C(C1O)C=CC=C3NC2=O.Cl,2.980618686505363
9017738,,Zilpaterol,Zilpaterol,Oral-medicated feed,Kidney,0.15,19.7,119520-05-7,3086576,CC(C)NC1CCN2C3=C(C1O)C=CC=C3NC2=O,2.980618686505363
9017708,,Salbutamol,Salbutamol,Oral,Plasma,0.15,19.7,18559-94-9,2083,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,2.980618686505363
9018192,,Ceftiofur hydrochloride,Ceftiofur,Intramuscular,Kidney,2.2,19.5,103980-44-5,9937686,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O.Cl,2.970414516851751
9015572,,Enrofloxacin,Enrofloxacin,Oral,Muscle,5.0,19.33,93106-60-6,71188,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,2.9616583449532956
9014726,,Perfluorooctanoic acid,Perfluorooctanoic acid,Oral,Plasma,1.0,19.2,335-67-1,9554,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,2.954910331117068
9015543,,Danofloxacin,Danofloxacin,Intramuscular,Kidney,1.25,19.0,112398-08-0,71335,CN1CC2CC1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F,2.944439031798018
9017501,,Cabergoline,Cabergoline,Intramuscular,Plasma,,19.0,81409-90-7,54746,CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)CC=C,2.944439031798018
9014795,,sulfadimethoxine,Sulfadimethoxine (acetyl metabolite),Intravenous,Kidney,27.5,18.57,122-11-2,5323,COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC,2.9215474292149093
9015632,,Xylazine,Xylazine,Intramuscular,Milk,0.33,18.48,7361-61-7,5707,CC1=C(C(=CC=C1)C)NC2=NCCCS2,2.9166891203260907
9015572,,Enrofloxacin,Enrofloxacin,Oral,Fat,5.0,18.33,93106-60-6,71188,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,2.908539116406986
9017757,,Carprofen,Carprofen,Oral,Plasma,64.0,18.16,53716-49-7,2581,CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O,2.8992214282392252
9006971,,Enrofloxacin,Enrofloxacin,Intramuscular,Milk,2.5,18.1,93106-60-6,71188,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,2.8959119935203974
9016758,,Ceftiofur sodium,Ceftiofur (desfuroylceftiofur metabolite),Subcutaneous,Plasma,2.2,18.1,104010-37-9,23671563,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)[O-].[Na+],2.8959119935203974
9015152,,Flumequine,Flumequine,Subcutaneous,Milk,12.0,17.8,42835-25-6,3374,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O,2.8791985134778133
9019003,,Florfenicol,Florfenicol,Intramuscular,Colon Ultrafiltrate,20.0,17.69,73231-34-2,114811,CS(=O)(=O)C1=CC=C(C=C1)C(C(CF)NC(=O)C(Cl)Cl)O,2.872999564700805
9019148,,Isoniazid,Isoniazid,Oral,Serum,20.0,17.6,54-85-3,3767,C1=CN=CC=C1C(=O)NN,2.8678989588622863
9018952,,Danofloxacin,Danofloxacin,Subcutaneous,Plasma,6.0,17.59,112398-08-0,71335,CN1CC2CC1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F,2.8673306155999483
9014795,,sulfadimethoxine,Sulfadimethoxine (acetyl metabolite),Intravenous,Liver,27.5,17.57,122-11-2,5323,COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC,2.866192959114201
9018192,,Ceftiofur hydrochloride,Ceftiofur,Subcutaneous,Kidney,2.2,17.5,103980-44-5,9937686,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O.Cl,2.862200938072324
9008509,,Penicillin,Penicillin,Intramuscular,Milk,1.0,17.5,69-57-8,23668834,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)[O-])C.[Na+],2.862200938072324
9015264,,Cefquinome,Cefquinome,Intramammary,Serum,,17.3,84957-30-2,5464355,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC5=C4CCCC5)C(=O)[O-],2.8507065593072
9015394,,Lasalocid,Lasalocid,Oral-medicated feed,Liver,1.05,17.3,25999-31-9,5360807,CCC(C1C(CC(O1)(CC)C2CCC(C(O2)C)(CC)O)C)C(=O)C(C)C(C(C)CCC3=C(C(=C(C=C3)C)O)C(=O)O)O,2.8507065593072
9015717,,Sulfamethazine,Sulfamethazine,Oral,Milk,214.0,17.27,57-68-1,5327,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,2.848970950062465
9016487,,Amoxicillin,Amoxicillin,Intramuscular,Transudate,15.0,17.2,26787-78-0,33613,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,2.8449094419589405
9017731,,Meloxicam,Meloxicam,Oral,Milk,1.0,17.15,71125-38-7,54677470,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,2.841998231920985
9015543,,Danofloxacin,Danofloxacin,Intramuscular,Muscle,1.25,17.0,112398-08-0,71335,CN1CC2CC1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F,2.833213402879744
9000489,,Oxytetracycline,Oxytetracycline,Intramammary,Milk,,16.789,79-57-2,54675779,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,2.8207239696170685
9015687,,Tylosin,Tylosin,Intramuscular,Plasma,10.0,16.6,1401-69-0,5280440,CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)C)COC4C(C(C(C(O4)C)O)OC)OC,2.8094027556034598
9015150,,Flumequine,Flumequine,Oral,Kidney,12.0,16.34,42835-25-6,3374,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O,2.7936161506313653
9008017,,Oxytetracycline dihydrate,PAC - 1 (Selected derivative 32),Intramuscular,Serum,5.0,16.27,6153-64-6,54680691,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O.O.O,2.7893229826937596
9017070,,Ciprofloxacin,Ciprofloxacin,Subcutaneous,Plasma,7.5,16.25,85721-33-1,2764,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,2.788092970314206
9015687,,Tylosin,Tylosin,Subcutaneous,Serum,17.6,16.2,1401-69-0,5280440,CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)C)COC4C(C(C(C(O4)C)O)OC)OC,2.7850113039667317
9015568,,Oxytetracycline,Oxytetracycline,Oral,Plasma,20.0,15.82,79-57-2,54675779,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,2.761275025550631
9015141,,Enilconazole,Enilconazole,Intravenous,Liver,4.0,15.8,35554-44-0,37175,C=CCOC(CN1C=CN=C1)C2=C(C=C(C=C2)Cl)Cl,2.760010003324058
9015509,,Clenbuterol,Clenbuterol,Intramuscular,Milk,0.0008,15.8,37148-27-9,2783,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O,2.760010003324058
9015167,,Streptomycin sulfate,Dihydrostreptomycin,Intramuscular,Milk,10.0,15.7,3810-74-0,19648,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O.CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O,2.7536607760485277
9018971,,Firocoxib,Firocoxib,Oral,Plasma,,15.6,189954-96-9,208910,CC1(C(=C(C(=O)O1)OCC2CC2)C3=CC=C(C=C3)S(=O)(=O)C)C,2.7472709783580536
9016755,,Flunixin,Flunixin,Intramuscular,Plasma,2.2,15.5,38677-85-9,38081,CC1=C(C=CC=C1NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,2.740840088441328
9016173,,Cephapirin sodium,Cephapirin (desacetyl metabolite),Intramammary,Milk,,15.5,24356-60-3,23675312,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CSC3=CC=NC=C3)SC1)C(=O)[O-].[Na+],2.740840088441328
9015432,,Cephapirin,Cephapirin (desacetyl metabolite),Intramammary,Milk,,15.5,21593-23-7,30699,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CSC3=CC=NC=C3)SC1)C(=O)O,2.740840088441328
9016810,,Clavulanic acid,Clavulanic acid,Intramammary,Milk,,15.45,58001-44-8,5280980,C1C2N(C1=O)C(C(=CCO)O2)C(=O)O,2.7376090680686715
9000461,,Tetracycline hydrochloride,Tetracycline,Intramuscular,Milk,4.4,15.4,64-75-5,54704426,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.Cl,2.7343675743546463
9019113,,Cannabidiolic acid (CBDA),Cannabidiolic acid (CBDA),Oral-medicated feed,Plasma,5.5,15.3,1244-58-2,160570,CCCCCC1=CC(=C(C(=C1C(=O)O)O)C2C=C(CCC2C(=C)C)C)O,2.7278528937578645
9015559,,sulfadimethoxine,sulfadimethoxine,Oral,Serum,25.0,15.3,122-11-2,5323,COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC,2.7278528937578645
9015559,,Erythromycin,Erythromycin,Subcutaneous,Serum,8.0,15.14,114-07-8,12560,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,2.7173403140594985
9014892,,Betamethasone sodium phosphate,Betamethasone sodium phosphate,Intramuscular,Serum,0.02,15.0,151-73-5,65478,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COP(=O)([O-])[O-])O)C)O)F)C.[Na+].[Na+],2.7080502677688743
9018687,,Cannabidiolic acid (CBDA),Cannabidiolic acid (CBDA),Oral,Plasma,5.4,14.1,1244-58-2,160570,CCCCCC1=CC(=C(C(=C1C(=O)O)O)C2C=C(CCC2C(=C)C)C)O,2.646174868306106
9016318,,Monensin,Monensin,Oral-medicated feed,Liver,0.45,14.0,17090-79-8,441145,CCC1(CCC(O1)C2(CCC3(O2)CC(C(C(O3)C(C)C(C(C)C(=O)O)OC)C)O)C)C4C(CC(O4)C5C(CC(C(O5)(CO)O)C)C)C,2.6390574010438272
9014828,,Chlormadinine acetate,Chlormadinine acetate,Oral,Plasma,,14.0,302-22-7,9324,CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)CCC34C)Cl)C)OC(=O)C,2.6390574010438272
9017757,,Carprofen,Carprofen,Intravenous,Plasma,5.0,13.99,53716-49-7,2581,CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O,2.6383428601570156
9001131,,Neomycin,Neomycin,Intramammary,Milk,,13.91,1405-10-3,197162,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N.OS(=O)(=O)O,2.632608077826075
9007811,,Dicloxacillin,Dicloxacillin,Intramammary,Milk,,13.9,13412-64-1,23675786,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].O.[Na+],2.6318889120790896
9009790,,Flunixin,Flunixin (5-hydroxy flunixin metabolite),Intravenous,Milk,2.2,13.8243,38677-85-9,38081,CC1=C(C=CC=C1NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,2.6264279855515076
9016389,,Amoxicillin,Amoxicillin,Intramuscular,Serum,15.0,13.82,26787-78-0,33613,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,2.6261168906984214
9015717,,Sulfathiazole,Sulfathiazole,Oral,Milk,214.0,13.8,72-14-0,5340,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,2.6246686646269244
9000489,,Oxytetracycline,Oxytetracycline,Intravenous,Milk,3.96,13.7097,79-57-2,54675779,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,2.6181036844377914
8004005,,Oxytetracycline hydrochloride,Oxytetracycline,Intravenous,Plasma,7.54,13.5,2058-46-0,54680782,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O.Cl,2.602689759518455
9019146,,Isoniazid,Isoniazid,Oral,Milk,10.0,13.3,54-85-3,3767,C1=CN=CC=C1C(=O)NN,2.5877641104156752
